Text,Date
,
"Thanks for making your voice heard, Adam. I know a thing or two about being hopeful in the rain, too. http://youtube.com/watch?v=OofHuLW6xdM…",2020-10-28T18:01:13.000Z
"This right here is what it's all about. Tell your mom thank you for voting, Leta.",2020-10-28T17:30:08.000Z
"Stella, thank you for being a poll worker. You’re making a difference and helping folks cast their ballot safely.",2020-10-28T17:02:38.000Z
We’ve only got one week left in this election. I’m in Orlando for @JoeBiden to get more folks to vote and use their voices to determine the direction of our country. Let's go. https://twitter.com/i/broadcasts/1ypKdwpXYvoxW…,2020-10-27T16:01:40.000Z
"In Miami this weekend, I dropped by The Shop to talk with @KingJames and @MavCarter about the NBA bubble, the racial justice movement, and what's at stake over these next seven days.

Do not give up your power. Make a plan to vote: http://morethanavote.org/gameplan",2020-10-27T15:12:53.000Z
"Republicans love to say right before an election that they’ll protect preexisting conditions. Well, Joe and I actually did it — and he’ll keep protecting your health care as president. We’ve got eight days left. Vote.",2020-10-26T21:35:20.000Z
"In the middle of a pandemic, this administration is trying to dismantle the Affordable Care Act in the Supreme Court. Here’s how Joe and I fought to expand health care, protect millions of Americans with preexisting conditions, and actually get it done:",2020-10-26T12:07:45.000Z
"Felicidades, Sofia — I'll bet your car decorations alone inspired a few folks to head to the polls! Thank you for making your voice heard. It matters.",2020-10-25T21:30:22.000Z
"Dawn, you're showing us all how it's done — not just making your own voice heard, but helping others do so, too. Kidney cancer doesn't stand a chance. You've got this.",2020-10-25T21:15:22.000Z
"To anyone considering sitting this election out, look at this image. Then make a plan to vote. You're an inspiration to all of us, Brian — and we're all behind you in this fight.",2020-10-25T21:01:13.000Z
"Eight months into the pandemic, as new cases are breaking records, we need an administration that’s not going to wave the white flag. A year ago today, @JoeBiden was talking about the leadership we need to get prepared for a pandemic, and he’s got a plan to get it under control.",2020-10-25T19:02:18.000Z
"In 2020, we show up early — for everything, but especially for voting. Get out there and vote! http://makeaplan.com",2020-10-25T14:01:11.000Z
"Hello, Florida! It's #VoteEarlyDay and we’re just 10 days away from this election. I want to see you make a plan today for how you’re going to get involved and vote. Let’s get to work.",2020-10-24T19:23:25.000Z
One election won't make everything perfect—but it could make things better. And that's why it’s worth taking a few minutes to vote. It's the best route for us to achieve the changes we want. Make your plan to vote at http://iwillvote.com. Let’s bring this home.,2020-10-23T23:22:11.000Z
"We’re just days away from the election and I know there are a lot of good lawyers out there who want to make sure that voting is safe, secure, and accessible for everybody. If that’s you, I hope you’ll sign up with @WeTheAction to protect the vote:",2020-10-23T18:11:54.000Z
"Joe has the character and the experience to make our country better - but first, he needs your vote. Make a plan to vote right now and vote as early as you can. http://iwillvote.com/obama",2020-10-23T15:34:48.000Z
"And there’s a lot more on the ballot than voting for president. If you want more information about all the candidates and measures that’ll be on your ballot, this is a good place to start:",2020-10-22T12:00:23.000Z
"I just voted by mail for @JoeBiden and @KamalaHarris. If you're planning on doing the same, follow all the instructions carefully, and drop it in the mail or at a ballot drop box right away. Here, I’ll show you:",2020-10-22T12:00:07.000Z
Great to be back in Philly today. I'm fired up and ready to go!,2020-10-22T00:52:04.000Z
,
102 never looked better! Grateful for all the folks like your great aunt who continue to show up and vote in this important election.,2020-10-21T15:12:30.000Z
"Participate and vote. It’s not always pretty – trust me, I know. But it’s how, bit by bit, we’ve made progress over generations. Go to http://iwillvote.com/obama to make your plan, then get some friends to join you. Let’s go.",2020-10-21T02:31:06.000Z
"One of the most inspiring things about this year has been seeing so many young people organizing, marching, and fighting for change. And to change the game on any of the issues we care about, we've got to vote for @JoeBiden and @KamalaHarris.",2020-10-21T02:30:53.000Z
Bob Bauer and @JacklGoldsmith's new book is a thoughtful and comprehensive look at the issues at stake as we debate the role of the presidency in the coming years. It's worth a read.,2020-10-19T19:00:38.000Z
"From police reform to funding our schools, the officials with the most power to change the issues we care about in our communities are often found at the state and local levels. So educate yourselves up and down the ticket, make a plan to vote, and vote: http://makeaplan.com",2020-10-19T16:10:18.000Z
".@PeteSouza was always there to document every moment of my presidency, from high-stakes meetings with world leaders to quiet mornings reading briefing memos. The @WayISeeItFilm is one to watch—and a reminder to get registered and make a plan to vote. http://iwillvote.com",2020-10-16T20:01:53.000Z
"Democrats winning control of the Senate will make all the difference on how much progress we can achieve on health care, supporting working families, and more. Join @CatherineForNV and me for today's grassroots event:",2020-10-16T16:42:47.000Z
"Nobody should have to wait 11 hours to vote, but we’re all grateful that you—and all those in line with you—stuck it out. Keep making your voices heard, everybody. Our democracy depends on it.",2020-10-15T21:00:33.000Z
There’s still so much work to do to make our communities safe and supportive for everybody. Elected officials can join us by taking the @MBK_Alliance’s Reimagining Policing Pledge:,2020-10-15T15:00:24.000Z
"In Evanston, IL, Northwestern University faculty and students worked with their police department to develop recommendations to change the city’s use of force policy and improve training and accountability standards.",2020-10-15T15:00:24.000Z
"In Washtenaw County, MI, the new Task Force on 21st Century Policing will include community members, faith and nonprofit leaders, and mental health professionals. Plus, residents will be a part of the selection process for new officers.",2020-10-15T15:00:24.000Z
"In Madison, WI, community groups will now choose the members of a new civilian police oversight board, which must include at least one member who was previously incarcerated.",2020-10-15T15:00:23.000Z
"In June, I called on elected officials across the country to work with their communities to take steps to review and reform their use of force policies. Already, we’re seeing progress:",2020-10-15T15:00:23.000Z
"We've only got 20 days to go until Election Day – and we've got to vote for @JoeBiden and Democrats up and down the ballot. I talked to @PodSaveAmerica about this election, the 2020 Census, and the role we can all play to create change in the months ahead.",2020-10-15T00:41:42.000Z
".@JohnBrennan is one of the hardest-working, most patriotic public servants I’ve ever seen, and our country is better off for it. As president, he was one of my closest advisors and a great friend. And in his memoir, Undaunted, you’ll see why. I hope you’ll read it.",2020-10-14T20:35:29.000Z
This article is worth a read to learn more about why you should respond and what makes the 2020 Census different:,2020-10-14T17:32:16.000Z
"Complete the Census before it's too late—it determines the resources your community will get over the next decade, from funding for roads and Medicare to political representation. Take a few minutes before the deadline tomorrow: Call 844-330-2020 or visit http://my2020census.gov.",2020-10-14T17:32:16.000Z
"There's a lot at stake in this election. From getting this pandemic under control to building a fairer economy to taking on climate change and protecting our health care, your vote can make all the difference. Register today and make a plan to vote early: http://iwillvote.com/obama",2020-10-13T15:30:48.000Z
"And congratulations to my friend Alex Smith, for fighting back from a life-threatening injury to start at quarterback again for the Washington Football Team. It’s a testament to his strength, determination and the love and support of his family.",2020-10-12T19:27:09.000Z
,
Congrats to the @Lakers and @Seattlestorm on their championship wins! Proud of all the NBA and WNBA teams and players who've been using their platforms to take a stand for racial justice and encourage civic participation this season.,2020-10-12T02:09:04.000Z
"Join me for a conversation with @EricHolder and @allontheline. We’ll be talking about what’s at stake in this year’s election, the redistricting process, and ways to get involved in the fight to strengthen our democracy.",2020-10-09T21:59:16.000Z
"A couple years ago, I met some promising young men working to prevent gun violence with @ChicagoCred. Talking with them reminded me that one of the best ways to make our communities safer is simple: Listen to—and invest in—voices like theirs.",2020-10-09T15:19:43.000Z
And make sure you watch his full speech—one of the best I've seen Joe give:,2020-10-08T21:30:33.000Z
We have the opportunity to elect a leader who will unify this nation. And that leader is @JoeBiden. We don't have a moment to waste. http://iwillvote.com/obama,2020-10-08T21:30:33.000Z
It’s going to take a lot of big-thinking and innovation to save the one planet we’ve got—and that’s why @KensingtonRoyal’s leadership on climate change can make a real difference.,2020-10-08T18:30:36.000Z
"There's so much at stake in this election––and millions of Americans have already started voting. If you haven't already, make a plan to join them right now. Visit http://iwillvote.com/obama to get all the information you need to vote safely and securely in your state. Let's go.",2020-10-08T16:00:42.000Z
"Last night, @KamalaHarris shared how she will work with @JoeBiden to protect the Affordable Care Act and build on it so every American has access to quality, affordable care.",2020-10-08T16:00:42.000Z
"Right in the middle of a pandemic it failed to control, this administration is trying to get the Supreme Court to eliminate preexisting conditions protections for more than 100 million Americans.",2020-10-08T16:00:22.000Z
#ImVotingFor the future of our democracy—for the young folks who will inherit whatever we leave them. They’ll take the baton from us and do their part to keep carrying progress forward. But it’s our time right now. And the best way to do that is to vote early for @JoeBiden.,2020-10-07T18:00:06.000Z
".@JoeBiden has a plan to build our country back better and create millions of jobs—jobs that can help working families get ahead. Joe helped manage the Recovery Act, which jumpstarted the longest stretch of job growth in our history. And he’ll do it again.",2020-10-07T15:00:27.000Z
This is as powerful an argument as I’ve heard about the stakes of this election. Watch it. Share it. And get everyone you know to vote for @JoeBiden. http://iwillvote.com,2020-10-06T17:16:51.000Z
"States across the country have voter registration deadlines coming up––and many of them are today. Do your part to protect this democracy and change our country for the better. Register or check your registration, and make a plan to vote: http://votesave.us/obama",2020-10-05T20:15:15.000Z
"Don’t wait—complete the Census today. From funding for education, health care, and infrastructure in your community to the way you’re represented in government, getting counted matters. Take a minute to call 844-330-2020 or visit http://my2020census.gov.",2020-10-05T13:00:34.000Z
"Obviously, we’re in the midst of a big political battle right now, and while there’s a lot at stake, let’s remember that we’re all Americans. We’re all human beings. And we want everyone to be healthy, no matter our party.",2020-10-02T23:04:33.000Z
"Michelle and I hope that the President, First Lady, and all those affected by the coronavirus around the country are getting the care they need and are on the path to a speedy recovery.",2020-10-02T23:04:32.000Z
"Last night, I surprised a group of first-time poll workers at the @NBA Finals. These @MoreThanAVote volunteers are stepping up to make sure this election runs safely and fairly in their communities –– and you can too by signing up to volunteer at http://more.vote/next.",2020-10-01T21:31:16.000Z
I'm looking forward to catching up with @KamalaHarris and folks around the country at our grassroots fundraiser tomorrow to talk about what's at stake in this election. You still have time to join us! I hope to see you there: http://joebiden.com/kamala-and-barack…,2020-10-01T19:01:08.000Z
"Always look forward to watching the NBA Finals––and tonight I had the chance to thank a great group of first-time poll workers with @morethanavote.

It’s critical that everybody votes in this election––by mail or in person if you can. Register to vote at http://vote.org/obama.",2020-10-01T04:09:03.000Z
,
"I’m proud to endorse these outstanding Democratic candidates who will work to get the virus under control, rebuild the economy and the middle class, and protect Americans’ health care and preexisting conditions protections. Support these candidates––and vote early if you can.",2020-09-25T13:08:08.000Z
You don't need me to tell you what's at stake in this election. Now is the time to show up and vote like never before to elect Democratic candidates up and down the ballot. Educate yourself on the candidates running and vote: http://iwillvote.com/obama,2020-09-24T17:40:37.000Z
"All right, let's try something new. If you’re in the United States, send me a text at 773-365-9687 — I want to hear how you're doing, what's on your mind, and how you're planning on voting this year. 

I'll be in touch from time to time to share what's on my mind, too.",2020-09-23T14:04:19.000Z
"Your vote has never mattered more than it does right now.

Today is National Voter Registration Day. Go to http://iwillvote.com to register and make a plan to vote. And make sure everybody you know does, too.",2020-09-22T13:00:20.000Z
"Justice Ruth Bader Ginsburg fought to the end, through her cancer, with unwavering faith in our democracy and its ideals. That’s how we remember her. But she also left instructions for how she wanted her legacy to be honored. My statement:",2020-09-19T03:51:54.000Z
"If you're looking for a way to get involved in this upcoming election, sign up to volunteer as a poll worker for early voting and Election Day. You can help your community and make sure this election runs fairly and safely. Sign up: http://more.vote/next",2020-09-18T19:00:39.000Z
"There’s no feeling like finishing a book, and I’m proud of this one. In A Promised Land, I try to provide an honest accounting of my presidency, the forces we grapple with as a nation, and how we can heal our divisions and make democracy work for everybody.",2020-09-17T10:10:15.000Z
"Over the last few months, I've learned a thing or two from the young people in our country. I figured I would return the favor by sharing with you how to make a plan to vote in this upcoming election.
 
Get registered and vote early: http://votesave.us/obama 

Video: @attn",2020-09-16T15:00:09.000Z
"Today we remember the lives we lost on 9/11. Even the smallest act of service is a way to honor them. And just like Jay Winuk, we can honor their memories through service. http://911day.org",2020-09-11T15:30:03.000Z
The fires across the West Coast are just the latest examples of the very real ways our changing climate is changing our communities. Protecting our planet is on the ballot. Vote like your life depends on it—because it does.,2020-09-10T00:55:37.000Z
"Great to catch up with our next Vice President, @KamalaHarris. I wanted to make sure to share a few tips about serving alongside our friend @JoeBiden.",2020-09-08T12:00:01.000Z
"This Labor Day, let’s thank all those who've kept our country going this year—nurses, teachers, delivery drivers, food service workers, and many more. We can honor them by building our system back even better—so that essential workers are treated like it, pandemic or not.",2020-09-07T17:00:34.000Z
"It might be Labor Day weekend, but let’s all remember that we're still in the middle of a pandemic. Wear a mask, practice social distancing, and follow the experts. It’ll save lives.",2020-09-05T16:00:08.000Z
"The election’s only two months from today. Americans all across the country are making their plans for how and when they’re voting this year, and I hope you are too. Get registered and make sure your friends, family, and neighbors do the same at http://IWillVote.com.",2020-09-03T20:47:41.000Z
"Right now, far too many marginalized communities and people of color aren't being counted. The impact of this could be felt for decades in our communities. Make sure you and your neighbors get counted:",2020-09-03T14:30:35.000Z
"Completing the Census is crucial because it will shape our communities for the next decade. Everything from critical funds and resources for health care, infrastructure, and education to political representation. Complete it now online, by phone, or mail: https://2020census.gov",2020-09-03T14:30:35.000Z
Joe and Kamala have what it takes to lead this country out of these dark times and build it back better. Join me in helping them get elected: http://JoeBiden.com,2020-09-02T16:00:18.000Z
".@JoeBiden is a man who learned to treat every person he meets with respect and dignity, living by the words his parents taught him: “No one’s better than you, Joe, but you’re better than nobody.” That empathy, that decency, the belief that everybody counts—that’s who Joe is.",2020-09-02T16:00:01.000Z
"If you can volunteer as a poll worker for early voting and Election Day, I hope you’ll do it. You can help make sure this election runs fairly and safely—and that’s one of the most crucial things any of us can do for our country right now. Sign up here: http://PowerThePolls.org",2020-09-01T16:04:19.000Z
,
If you’re looking to take action—or looking to educate yourselves on these issues—we’ve gathered some resources from the @ObamaFoundation that can help at http://obama.org/anguish-and-action….,2020-08-28T16:32:57.000Z
"As people exercise their right to protest all across the country––let the undeniable paths of our progress be a guide going forward: peaceful, sustained protest; strategic, committed organizing; and purposeful, overwhelming participation at the ballot box.",2020-08-28T16:32:05.000Z
"I commend the players on the @Bucks for standing up for what they believe in, coaches like @DocRivers, and the @NBA and @WNBA for setting an example. It’s going to take all our institutions to stand up for our values.",2020-08-27T00:58:43.000Z
Don’t let them convince you that your vote doesn’t matter. Make a plan to vote and register at http://iwillvote.com. Vote early if you can. Tell everyone you know to do the same.,2020-08-24T13:46:25.000Z
"There's a reason some people are working to make it harder to vote, especially for people of color. It’s because when we show up, things change.",2020-08-24T13:46:25.000Z
"Ella Baker, a giant of the civil rights movement, embodies the idea of ordinary people’s ability to create change. She fought for the right to vote and led a movement of young people towards the fight for freedom. You should know her name:",2020-08-24T13:46:25.000Z
"While other countries around the world have successfully managed this pandemic, we've seen things get worse. It's not too late for us to work towards recovery, but it's going to require leaders with coherent plans to move us forward.",2020-08-21T15:00:20.000Z
Tonight our next President @JoeBiden made the case for his vision for this country and his plan to get there. I'll be doing everything I can over these next 75 days to make sure we get it done. Join us: http://JoeBiden.com,2020-08-21T03:28:37.000Z
"Do make a plan right now for how you’re going to vote and vote early, by mail or in person: http://iwillvote.com",2020-08-20T17:10:52.000Z
".@JoeBiden made me a better president. I’m asking you to believe in his and Kamala’s ability to help make us a better country. More importantly, I’m asking you to believe in your own and to help them, in this election and beyond. 
https://pscp.tv/w/1BRJjYWDVopGw",2020-08-20T03:32:09.000Z
"Congrats, Joe. I’m proud of you.",2020-08-19T02:56:08.000Z
"The 19th amendment is the legacy of all those who marched and organized for transformational legislative change. Progress isn’t about just politics or protest––it’s about both. 100 years later, we’re all so much better off because of their commitment.",2020-08-18T22:01:07.000Z
This is the Joe I know.,2020-08-18T18:00:29.000Z
"As Michelle said, we’ve got to do everything we can to elect @JoeBiden and @KamalaHarris. So make sure you have a plan to vote. Vote early. And tell everybody you know to register to vote at http://iwillvote.com.",2020-08-18T03:22:09.000Z
"Over the past few months, I’ve spent a lot of time listening to music with my family. I wanted to share some of my favorites from the summer—including songs from some of the artists at this week’s @DemConvention. Hope you enjoy it.",2020-08-17T22:16:38.000Z
"If you're in a state where you have the option to vote early, do that now. The more votes in early, the less likely you're going to see a last minute crunch, both at polling places and in states where mail-in ballots are permitted. Then tell everyone you know.",2020-08-14T14:48:43.000Z
"I talked to @davidplouffe about these attempts to undermine the election, what’s at stake right now, and why we have to do everything we can to elect @JoeBiden and @KamalaHarris.",2020-08-14T14:48:43.000Z
"Everyone depends on the USPS. Seniors for their Social Security, veterans for their prescriptions, small businesses trying to keep their doors open. They can't be collateral damage for an administration more concerned with suppressing the vote than suppressing a virus.",2020-08-14T14:48:43.000Z
I’ve known Senator @KamalaHarris for a long time. She is more than prepared for the job. She’s spent her career defending our Constitution and fighting for folks who need a fair shake. This is a good day for our country. Now let’s go win this thing.,2020-08-11T21:16:41.000Z
,
"We have to treat voting as the most important action we can take on behalf of democracy. So make sure you are registered to vote. Request a mail-in ballot early and send it back early. Then get your family and friends to do it, too. Every vote counts.",2020-08-06T14:06:06.000Z
"Let’s guarantee that every citizen has equal representation in our government. And end partisan gerrymandering, so that all voters have the power to choose their politicians. And if all this takes eliminating the filibuster—a Jim Crow relic––then that’s what we should do.",2020-08-06T14:04:44.000Z
"We can do this by making sure every American is automatically registered to vote, including formerly incarcerated people. Let’s also make sure to add more polling places, expand early voting, and make Election Day a national holiday.",2020-08-06T14:03:50.000Z
"We've got to fight harder to protect the right to vote. It’s one of the most powerful tools we have––and we can start by passing the John Lewis Voting Rights Act. Once we pass that, we should continue marching forward to make it even better.",2020-08-06T14:03:17.000Z
"Today is the 55th anniversary of the Voting Rights Act––one of the crowning achievements of our democracy. But once the Supreme Court weakened it, some state legislatures unleashed a flood of laws designed specifically to make voting harder, especially in communities of color.",2020-08-06T14:02:45.000Z
"I’m proud to endorse this diverse and hopeful collection of thoughtful, empathetic, and highly qualified Democrats. If you’re in one of their districts or states, make sure you vote for them this fall. And if you can, vote early—by mail or in person. https://medium.com/@BarackObama/first-wave-of-2020-endorsements-43b2b0c667f6…",2020-08-03T15:02:05.000Z
"Welcome home, @AstroBehnken and @Astro_Doug! We launched the Commercial Crew program to strengthen our U.S. space program and it's been great to see its success. This historic NASA-SpaceX mission is a symbol of what American ingenuity and inventiveness can achieve.",2020-08-02T19:30:15.000Z
This pandemic is far from over––and our medical professionals continue to put their lives on the line to keep our country going. @JoeBiden and I had a chance to thank Dr. @Craig_A_Spencer for his work during the Ebola crisis and this current pandemic.,2020-08-01T17:00:04.000Z
"John believed that in all of us, there exists the capacity for great courage and a longing to do what’s right. We are so lucky to have had him show us the way. I offered some thoughts today on his life and how, like him, we can give it all we have.",2020-07-30T20:47:25.000Z
John spent his entire life fighting for justice and equality––and now he has left behind his marching orders for all of us.,2020-07-30T14:00:06.000Z
Michelle and I have spent a lot of time together these past few months. We’ve had a lot of good talks—and this one’s up there with the best. Take a listen to the very first episode of Michelle’s podcast: http://spoti.fi/MichelleObamaPodcastEp1….,2020-07-29T12:15:32.000Z
"It's National Vote By Mail Day. Voting by mail is easy and safe. Take a few minutes to request your vote-by-mail ballot, then get your family and friends to do the same. Request your ballot early, send it back early, and fill it out carefully. Get started: http://votesaveamerica.com/everylastvote/",2020-07-28T16:28:15.000Z
"We're 100 days away from Election Day and there is too much at stake to sit this one out. Now's a good time to make sure you're registered to vote––and to make sure your friends and family are, too.",2020-07-26T16:00:15.000Z
"To celebrate the 30th anniversary of the Americans with Disabilities Act, I got the chance to talk to the next generation of activists and advocates in the disability rights movement––they're continuing the work of the activists in @CripCampFilm and I couldn't be prouder of them.",2020-07-26T13:00:05.000Z
"Although we’ve seen some positive findings recently about the possibilities of developing a vaccine for COVID-19, this article gives a good summary of why it may take months before any effective vaccine can be widely distributed.",2020-07-24T18:26:39.000Z
"I sat down with @JoeBiden to talk about the most pressing issues of our time. He's exactly the leader we need right now––with the vision, the plans, and character to move America forward.

Let's get to work: http://JoeBiden.com/together",2020-07-23T14:00:56.000Z
Doesn’t get much better than sitting down to talk with my friend Joe.,2020-07-22T14:00:04.000Z
"Ten years ago, I signed Wall Street reform into law. It was the most sweeping set of financial regulations since the Great Depression—and it’s still working today to prevent another one. Now, it’s up to us to protect it and keep fighting for an economy that works for everybody.",2020-07-21T15:17:03.000Z
"Not many of us get to live to see our own legacy play out in such a meaningful, remarkable way. John Lewis did:",2020-07-18T05:25:25.000Z
,
Here’s a quick look at how our response stacks up with countries around the world:,2020-07-15T14:38:15.000Z
The latest data offers a tragic reminder that the virus doesn’t care about spin or ideology––and that the best thing we can do for our economy is to deal with our public health crisis.,2020-07-15T14:38:14.000Z
Get registered and find out how you can vote by mail at http://vote.org/absentee-ballot/….,2020-07-13T18:33:53.000Z
"Voting by mail shouldn't be a partisan issue––especially during a pandemic. Everybody should be able to request an absentee ballot, and make their voice heard in every election.",2020-07-13T18:33:53.000Z
"It’s clear our communities are crying out for change—and what that change looks like is up to us. That’s why it’s important to take a hard look at all the perspectives and proposals out there, even the ones we disagree with. It’s how we’ll come up with solutions that last.",2020-07-09T18:15:51.000Z
"Finally, here’s a look at how Germany reshaped police training after the horrors of World War II and how this approach might be useful to other countries today.",2020-07-09T18:15:50.000Z
And here’s a counterbalance that argues for substantial reforms to policing and oversight but not fewer police.,2020-07-09T18:15:50.000Z
Here’s a piece that outlines the need for a more aggressive overhaul of policing.,2020-07-09T18:15:50.000Z
"As communities around the country try to reimagine how law enforcement can operate in a just, effective and non-discriminatory way, these articles provide some useful background and differing viewpoints on the issue.",2020-07-09T18:15:49.000Z
"For too long, gerrymandering has contributed to stalled progress and warped our representative government. Redistricting begins next year—let’s all do our part to protect and restore our democracy.

Join me and @allontheline in the fight for fair maps: http://allontheline.org/citizen-commitment/…",2020-07-08T16:58:33.000Z
Our founding promise has never been guaranteed. Each generation has been called to bring us a little closer to our highest ideals—and history’s calling on us right now. So let’s all do whatever we can to help @JoeBiden expand that promise to all Americans.,2020-07-04T14:35:02.000Z
"This holiday weekend, let’s be safe and smart. It’s going to take all of us to beat this virus. So wear a mask. Wash your hands. And listen to the experts, not the folks trying to divide us. That's the only way we’ll do this—together.",2020-07-03T16:00:04.000Z
"Today I’m tipping my hat to all the giants in the Negro Leagues, from Satchel Paige to Toni Stone and so many others. Their brave example, first set 100 years ago, changed America’s pastime for the better––opening it up for new generations of players and fans alike.",2020-06-29T14:00:17.000Z
"Jim’s courage and persistence helped change America for the better. And so did every American who marched, organized, stood up, came out—or changed their own heart because they love someone who did. Happy anniversary, everybody.",2020-06-26T14:56:57.000Z
Michelle and I want every kid in Chicago to grow up knowing even better opportunities than we had. We’re happy to help Chicago Connected reach every kid in the city. This is where I found a purpose and a family––and it’ll always be our home.,2020-06-25T19:47:05.000Z
"I’m joining my friend @JoeBiden tomorrow to talk about everything that’s at stake in this election. 

I hope you’ll join us, too. This is a critical moment in our history––and all of us have to do our part to build this country into what we know it can be.",2020-06-22T16:30:58.000Z
"Juneteenth has never been a celebration of victory, or an acceptance of the way things are. It's a celebration of progress. It's an affirmation that despite the most painful parts of our history, change is possible––and there is still so much work to do.",2020-06-19T16:51:15.000Z
"...and now to stand up for those ideals, we have to move forward and elect @JoeBiden and a Democratic Congress that does its job, protects DREAMers, and finally creates a system that’s truly worthy of this nation of immigrants once and for all.",2020-06-18T15:24:24.000Z
"Eight years ago this week, we protected young people who were raised as part of our American family from deportation. Today, I'm happy for them, their families, and all of us. We may look different and come from everywhere, but what makes us American are our shared ideals…",2020-06-18T15:23:59.000Z
,
These Nashville teenagers are representative of the remarkable leadership we’re seeing from young people across the country and around the world.,2020-06-16T15:30:52.000Z
"Today reminds us that progress might be slow. It might take decades. But no matter what things might look like today, it’s always possible. Happy Pride month, everybody.",2020-06-16T01:06:17.000Z
"This young generation makes me optimistic about our future. By protesting, they’re speaking up and shining a light on injustice––and one way we can support them is to vote for people who’ll change the laws on every level.",2020-06-11T18:30:59.000Z
"In Columbia, Maryland, young people wielded social media to connect across boundaries, amplify voices, and enact some real change.",2020-06-11T18:30:58.000Z
This group of Nashville teens led a peaceful march with tens of thousands of people in their community.,2020-06-11T18:30:58.000Z
"Over the past few weeks, we’ve seen young people in every corner of the country step up and become leaders. Through organization and mobilization, they’re showing us how we can sustain this momentum to bring about real change.",2020-06-11T18:30:57.000Z
"It’s too early to tell if it’s permanent, but the changes brought on by COVID-19 are forcing many of us to reflect on what really matters in our lives.",2020-06-10T15:10:15.000Z
"As has always been true at key moments in history, it’s going to depend on young people to go out there and rewrite what is possible.

I couldn’t be prouder of all the young people leading that change right now. Here’s my advice for the Class of 2020:",2020-06-07T23:25:01.000Z
"We’ve seen the power that our voices have when we speak out about injustice––but we also know the toll that it takes on our mental health. Today, I talked to @repjohnlewis, Bryan Stevenson, and @MBK_Alliance activists about ways to keep our mental health a priority at this time.",2020-06-06T00:37:08.000Z
"On National Gun Violence Awareness Day, we #WearOrange to honor the victims and survivors of gun violence––which continues to disproportionately harm Black communities. Then keep speaking up, voting, and changing laws across the country.",2020-06-05T16:21:00.000Z
"Third, every city in this country should be a @MBK_Alliance community. We have 250 cities, counties, and tribal nations working to reduce barriers and expand opportunity for boys and young men of color. Join us: http://obama.org/mbka/about-mbk-communities…",2020-06-04T23:15:58.000Z
"Second, every mayor should review their use of force policies with members of their community and commit to report on planned reforms. We need mayors, county executives, and those in positions of power to make this a priority. Take the pledge:",2020-06-04T23:15:58.000Z
"First, there are specific evidence-based reforms that would build trust, save lives, and lead to a decrease in crime, too. You can find clear, actionable recommendations right here:",2020-06-04T23:15:57.000Z
"Real change requires protest to highlight a problem, and politics to implement practical solutions and laws. As I mentioned yesterday in our @MBK_Alliance town hall, there are several steps our mayors and elected officials can take right now:",2020-06-04T23:15:57.000Z
"In our @MBK_Alliance town hall yesterday, I mentioned James Baldwin's The Fire Next Time. From 1962, it remains a seminal meditation on race by one of our greatest writers and relevant for understanding the pain and anger behind the protests. Excerpt:",2020-06-04T13:04:56.000Z
"And third, an extraordinary essay by the former Chairman of the Joint Chiefs of Staff of the U.S. Armed Forces, Mike Mullen, explaining the values at risk when we start using our military to control domestic protests.",2020-06-03T15:04:20.000Z
"Second, a reminder of the difference politics and voting can make in changing who has the power to make real change in a community like Ferguson with a history of blatant discriminatory law enforcement practices.",2020-06-03T15:04:20.000Z
"Here’s a useful read––a reminder of the importance of de-escalation by police in their interactions with protestors.

https://fivethirtyeight.com/features/de-escalation-keeps-protesters-and-police-safer-heres-why-departments-respond-with-force-anyway/…",2020-06-03T15:04:19.000Z
"""Let’s do this another way. Let's stop thinking our voice don’t matter and vote. Not just for the president...educate yourself and know who you’re voting for. And that’s how we're going to hit 'em.""",2020-06-01T23:59:01.000Z
,
"I know the past few months have been hard and dispiriting. But watching the heightened activism of young people makes me hopeful. And if we can keep channeling our justifiable anger into peaceful, sustained, and effective action, this can be the moment when real change starts.",2020-06-01T19:11:51.000Z
"If you want to take concrete action, but you’re not sure how, we’ve created a site to connect you with useful resources and organizations who’ve been fighting the good fight at the local and national levels for years.",2020-06-01T19:11:51.000Z
"5. The more specific we can make demands for criminal justice and police reform, the harder it will be for elected officials to just offer lip service to the cause and then fall back into business as usual once protests have gone away.",2020-06-01T19:11:50.000Z
"4. So if we want to bring about real change, the choice isn’t between protest and politics––we have to do both. We have to mobilize to raise awareness, and we have to organize and cast our ballots to make sure that we elect candidates who will act on reform.",2020-06-01T19:11:50.000Z
"3. To do that, we have to know which levels of government have the biggest impact. Changing the federal government is important. But the elected officials who matter most in reforming police departments and the criminal justice system work at the state and local levels.",2020-06-01T19:11:50.000Z
"2. The point of protest is to raise public awareness, to put a spotlight on injustice, and to make the powers that be uncomfortable. But eventually, we have to translate those aspirations into specific laws and institutional practices.",2020-06-01T19:11:50.000Z
1. The protests represent a genuine and legitimate frustration over a decades-long failure to reform police practices and the broader criminal justice system. We should condemn the few who resort to violence––not the overwhelming majority who deserve our respect and support.,2020-06-01T19:11:49.000Z
"Ultimately, it’s going to be up to a new generation of activists to shape strategies that best fit the times. But I want to highlight some basic lessons from past efforts that are worth remembering:",2020-06-01T19:11:49.000Z
"As millions of people across the country take to the streets and raise their voices in response to the killing of George Floyd and the ongoing problem of unequal justice, I’ve heard many ask how we can sustain momentum to bring about real change.",2020-06-01T19:11:49.000Z
